Symbol,Name,Sector,Industry
TBIO,"Transgenomic, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
TGA,Transglobe Energy Corp,Energy,Oil & Gas Production
TTHI,"Transition Therapeutics, Inc.",Consumer Durables,Specialty Chemicals
TZOO,Travelzoo Inc.,Technology,EDP Services
TRVN,"Trevena, Inc.",Health Care,Major Pharmaceuticals
TCBK,TriCo Bancshares,Finance,Major Banks
TRIL,Trillium Therapeutics Inc.,Health Care,Major Pharmaceuticals
TRS,TriMas Corporation,Capital Goods,Industrial Specialties
TRMB,Trimble Navigation Limited,Capital Goods,Industrial Machinery/Components
TRIB,Trinity Biotech plc,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TRIP,"TripAdvisor, Inc.",Technology,"Computer Software: Programming, Data Processing"
TSC,"TriState Capital Holdings, Inc.",Finance,Major Banks
TBK,"Triumph Bancorp, Inc.",Finance,Major Banks
TRIV,"TriVascular Technologies, Inc.",Health Care,Medical/Dental Instruments
TROV,"TrovaGene, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TROVU,"TrovaGene, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TROVW,"TrovaGene, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TRUE,"TrueCar, Inc.",Technology,"Computer Software: Programming, Data Processing"
THST,"Truett-Hurst, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
TRST,TrustCo Bank Corp NY,Finance,Major Banks
TRMK,Trustmark Corporation,Finance,Major Banks
TSRI,"TSR, Inc.",Technology,EDP Services
TTMI,"TTM Technologies, Inc.",Technology,Electrical Products
TUBE,"TubeMogul, Inc.",Technology,Computer Software: Prepackaged Software
TCX,Tucows Inc.,Technology,EDP Services
TUES,Tuesday Morning Corp.,Consumer Services,Department/Specialty Retail Stores
TOUR,Tuniu Corporation,Consumer Services,Transportation Services
HEAR,Turtle Beach Corporation,Consumer Durables,Telecommunications Equipment
FOX,"Twenty-First Century Fox, Inc.",Consumer Services,Television Services
FOXA,"Twenty-First Century Fox, Inc.",Consumer Services,Television Services
TWIN,"Twin Disc, Incorporated",Technology,Industrial Machinery/Components
TRCB,Two River Bancorp,Finance,Major Banks
USCR,"U S Concrete, Inc.",Capital Goods,Building Materials
PRTS,"U.S. Auto Parts Network, Inc.",Consumer Services,Other Specialty Stores
USEG,U.S. Energy Corp.,Energy,Oil & Gas Production
GROW,"U.S. Global Investors, Inc.",Finance,Investment Managers
UBIC,"UBIC, Inc.",Technology,EDP Services
UBNT,"Ubiquiti Networks, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
UFPT,"UFP Technologies, Inc.",Capital Goods,Containers/Packaging
ULTA,"Ulta Salon, Cosmetics & Fragrance, Inc.",Consumer Services,Other Specialty Stores
UCTT,"Ultra Clean Holdings, Inc.",Technology,Semiconductors
RARE,Ultragenyx Pharmaceutical Inc.,Health Care,Major Pharmaceuticals
ULBI,Ultralife Corporation,Miscellaneous,Industrial Machinery/Components
ULTR,Ultrapetrol (Bahamas) Limited,Transportation,Marine Transportation
UTEK,"Ultratech, Inc.",Technology,Industrial Machinery/Components
UMBF,UMB Financial Corporation,Finance,Major Banks
UMPQ,Umpqua Holdings Corporation,Finance,Savings Institutions
UNAM,Unico American Corporation,Finance,Property-Casualty Insurers
UNIS,Unilife Corporation,Health Care,Medical/Dental Instruments
UBSH,Union Bankshares Corporation,Finance,Major Banks
UNB,"Union Bankshares, Inc.",Finance,Major Banks
UNXL,"Uni-Pixel, Inc.",Capital Goods,Industrial Machinery/Components
QURE,uniQure N.V.,Health Care,Major Pharmaceuticals
UBCP,"United Bancorp, Inc.",Finance,Major Banks
UBOH,"United Bancshares, Inc.",Finance,Major Banks
UBSI,"United Bankshares, Inc.",Finance,Major Banks
UCBA,United Community Bancorp,Finance,Savings Institutions
UCBI,"United Community Banks, Inc.",Finance,Major Banks
UCFC,United Community Financial Corp.,Finance,Banks
UDF,United Development Funding IV,n/a,n/a
UBNK,"United Financial Bancorp, Inc.",n/a,n/a
UFCS,"United Fire Group, Inc",Finance,Property-Casualty Insurers
UIHC,United Insurance Holdings Corp.,Finance,Property-Casualty Insurers
UNFI,"United Natural Foods, Inc.",Consumer Non-Durables,Food Distributors
UNTD,"United Online, Inc.",Technology,"Computer Software: Programming, Data Processing"
UBFO,United Security Bancshares,Finance,Major Banks
USBI,"United Security Bancshares, Inc.",Finance,Major Banks
USLM,"United States Lime & Minerals, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
USTR,United Stationers Inc.,Consumer Services,Paper
UTHR,United Therapeutics Corporation,Health Care,Major Pharmaceuticals
UG,"United-Guardian, Inc.",Consumer Non-Durables,Package Goods/Cosmetics
UNTY,"Unity Bancorp, Inc.",Finance,Major Banks
OLED,Universal Display Corporation,Capital Goods,Electrical Products
UEIC,Universal Electronics Inc.,Consumer Non-Durables,Consumer Electronics/Appliances
UFPI,"Universal Forest Products, Inc.",Basic Industries,Forest Products
USAP,"Universal Stainless & Alloy Products, Inc.",Basic Industries,Steel/Iron Ore
UACL,"Universal Truckload Services, Inc.",Transportation,Trucking Freight/Courier Services
UVSP,Univest Corporation of Pennsylvania,Finance,Major Banks
UPIP,"Unwired Planet, Inc.",Technology,Computer Software: Prepackaged Software
UPLD,"Upland Software, Inc.",Technology,Computer Software: Prepackaged Software
URRE,"Uranium Resources, Inc.",Basic Industries,Precious Metals
URBN,"Urban Outfitters, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
UPI,"Uroplasty, Inc.",Health Care,Medical/Dental Instruments
ECOL,"US Ecology, Inc.",Public Utilities,Environmental Services
USAT,"USA Technologies, Inc.",Miscellaneous,Office Equipment/Supplies/Services
USATP,"USA Technologies, Inc.",Miscellaneous,Office Equipment/Supplies/Services
USAK,"USA Truck, Inc.",Transportation,Trucking Freight/Courier Services
USMD,"USMD Holdings, Inc.",Health Care,Hospital/Nursing Management
UTMD,"Utah Medical Products, Inc.",Health Care,Medical/Dental Instruments
UTIW,UTi Worldwide Inc.,Transportation,Oil Refining/Marketing
UTSI,UTStarcom Holdings Corp,Consumer Durables,Telecommunications Equipment
VALX,Validea Market Legends ETF,n/a,n/a
VYFC,Valley Financial Corporation,Finance,Savings Institutions
VLYWW,Valley National Bancorp,Finance,Major Banks
VALU,"Value Line, Inc.",Finance,Investment Managers
VNDA,Vanda Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
VWOB,Vanguard Emerging Markets Government Bond ETF,n/a,n/a
VNQI,Vanguard Global ex-U.S. Real Estate ETF,n/a,n/a
VCIT,Vanguard Intermediate-Term Corporate Bond Index Fund,n/a,n/a
VGIT,Vanguard Intermediate-Term Government Bond Index Fund,n/a,n/a
VCLT,Vanguard Long-Term Corporate Bond ETF,n/a,n/a
VGLT,Vanguard Long-Term Government Bond ETF,n/a,n/a
VMBS,Vanguard Mortgage-Backed Securities ETF,n/a,n/a
VNR,Vanguard Natural Resources LLC,Energy,Oil & Gas Production
VNRAP,Vanguard Natural Resources LLC,Energy,Oil & Gas Production
VNRBP,Vanguard Natural Resources LLC,Energy,Oil & Gas Production
VNRCP,Vanguard Natural Resources LLC,Energy,Oil & Gas Production
VONE,Vanguard Russell 1000 ETF,n/a,n/a
VONG,Vanguard Russell 1000 Growth ETF,n/a,n/a
VONV,Vanguard Russell 1000 Value ETF,n/a,n/a
VTWO,Vanguard Russell 2000 ETF,n/a,n/a
VTWG,Vanguard Russell 2000 Growth ETF,n/a,n/a
VTWV,Vanguard Russell 2000 Value ETF,n/a,n/a
VTHR,Vanguard Russell 3000 ETF ,n/a,n/a
VCSH,Vanguard Short-Term Corporate Bond ETF,n/a,n/a
VGSH,Vanguard Short-Term Government Bond ETF,n/a,n/a
VTIP,Vanguard Short-Term Inflation-Protected Securities ETF,n/a,n/a
BNDX,Vanguard Total International Bond ETF,n/a,n/a
VXUS,Vanguard Total International Stock ETF,n/a,n/a
VPCO,Vapor Corp.,Consumer Non-Durables,Tobacco
VRNS,"Varonis Systems, Inc.",Technology,Computer Software: Prepackaged Software
VDSI,"VASCO Data Security International, Inc.",Technology,EDP Services
VBLT,Vascular Biogenics Ltd.,Health Care,Major Pharmaceuticals
VASC,"Vascular Solutions, Inc.",Health Care,Medical/Dental Instruments
VBIV,VBI Vaccines Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
WOOF,VCA Inc. ,Consumer Non-Durables,Farming/Seeds/Milling
VECO,Veeco Instruments Inc.,Technology,Industrial Machinery/Components
DSLV,VelocityShares 3x Inverse Silver ETN linked to S&P GSCI Silver,Finance,Investment Bankers/Brokers/Service
UGLD,VelocityShares 3x Long Gold ETN linked to the S&P GSCI Gold In,Finance,Investment Bankers/Brokers/Service
USLV,VelocityShares 3x Long Silver ETN linked to the S&P GSCI Silve,Finance,Investment Bankers/Brokers/Service
TVIZ,VelocityShares Daily 2x VIX Medium Term ETN,Finance,Investment Bankers/Brokers/Service
TVIX,VelocityShares Daily 2x VIX Short Term ETN,Finance,Investment Bankers/Brokers/Service
ZIV,VelocityShares Daily Inverse VIX Medium Term ETN,Finance,Investment Bankers/Brokers/Service
XIV,VelocityShares Daily Inverse VIX Short Term ETN,Finance,Investment Bankers/Brokers/Service
ERW,VelocityShares Equal Risk Weighted Large Cap ETF,n/a,n/a
VIIZ,VelocityShares VIX Medium Term ETN,Finance,Investment Bankers/Brokers/Service
VIIX,VelocityShares VIX Short Term ETN,Finance,Investment Bankers/Brokers/Service
APPY,"Venaxis, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
VRA,"Vera Bradley, Inc.",Consumer Non-Durables,Apparel
VCYT,"Veracyte, Inc.",Health Care,Medical Specialities
VSTM,"Verastem, Inc.",Health Care,Major Pharmaceuticals
VCEL,Vericel Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VRNT,Verint Systems Inc.,Technology,EDP Services
VRSN,"VeriSign, Inc.",Technology,EDP Services
VRSK,"Verisk Analytics, Inc.",Technology,EDP Services
VBTX,"Veritex Holdings, Inc.",Finance,Major Banks
VRML,"Vermillion, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
VSAR,"Versartis, Inc.",Health Care,Major Pharmaceuticals
VTNR,"Vertex Energy, Inc",Energy,Integrated oil Companies
VRTX,Vertex Pharmaceuticals Incorporated,Health Care,Major Pharmaceuticals
VRTA,"Vestin Realty Mortgage I, Inc.",Consumer Services,Real Estate Investment Trusts
VRTB,"Vestin Realty Mortgage II, Inc.",Consumer Services,Real Estate Investment Trusts
VIA,Viacom Inc.,Consumer Services,Television Services
VIAB,Viacom Inc.,Consumer Services,Television Services
VSAT,"ViaSat, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
VIAS,"Viasystems Group, Inc.",Technology,Electrical Products
VICL,Vical Incorporated,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VICR,Vicor Corporation,Capital Goods,Industrial Machinery/Components
VBND,Vident Core U.S. Bond Strategy Fund,n/a,n/a
VUSE,Vident Core US Equity ETF,n/a,n/a
VIDI,Vident International Equity Fund,n/a,n/a
VIDE,Video Display Corporation,Capital Goods,Electrical Products
VIEW,"Viewtran Group, Inc.",Capital Goods,Electrical Products
VGGL,Viggle Inc.,Technology,"Computer Software: Programming, Data Processing"
VBFC,Village Bank and Trust Financial Corp.,Finance,Major Banks
VLGEA,"Village Super Market, Inc.",Consumer Services,Food Chains
VIMC,Vimicro International Corporation,Technology,Semiconductors
VIP,VimpelCom Ltd.,Public Utilities,Telecommunications Equipment
VNOM,Viper Energy Partners LP,Energy,Oil & Gas Production
VIRC,Virco Manufacturing Corporation,Consumer Durables,Industrial Specialties
VA,Virgin America Inc.,Transportation,Air Freight/Delivery Services
VSCP,"VirtualScopics, Inc.",Health Care,Medical/Dental Instruments
VRTS,"Virtus Investment Partners, Inc.",Finance,Investment Managers
VRTU,Virtusa Corporation,Technology,EDP Services
VISN,"VisionChina Media, Inc.",Technology,Advertising
VSCI,"Vision-Sciences, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
VTAE,"Vitae Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
VTL,"Vital Therapies, Inc.",Health Care,Major Pharmaceuticals
VTSS,Vitesse Semiconductor Corporation,Technology,Semiconductors
VVUS,"VIVUS, Inc.",Health Care,Major Pharmaceuticals
VOD,Vodafone Group Plc,Public Utilities,Telecommunications Equipment
VOLC,Volcano Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
VLTC,Voltari Corporation,Miscellaneous,Business Services
VOXX,VOXX International Corporation,Consumer Non-Durables,Electronic Components
VRNG,"Vringo, Inc.",Consumer Services,Telecommunications Equipment
VRNGW,"Vringo, Inc.",Consumer Services,Telecommunications Equipment
VSEC,VSE Corporation,Consumer Services,Military/Government/Technical
VUZI,Vuzix Corporation,n/a,n/a
VWR,VWR Corporation,Consumer Durables,Diversified Electronic Products
WGBS,"WaferGen Bio-systems, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
WBA,"Walgreens Boots Alliance, Inc.",Health Care,Medical/Nursing Services
WRES,"Warren Resources, Inc.",Energy,Oil & Gas Production
WAFD,"Washington Federal, Inc.",Finance,Savings Institutions
WAFDW,"Washington Federal, Inc.",Finance,Savings Institutions
WASH,"Washington Trust Bancorp, Inc.",Finance,Major Banks
WFBI,WashingtonFirst Bankshares Inc,Finance,Major Banks
WSBF,"Waterstone Financial, Inc.",Finance,Savings Institutions
WAVX,Wave Systems Corp.,Technology,Computer peripheral equipment
WAYN,Wayne Savings Bancshares Inc.,Finance,Savings Institutions
WSTG,"Wayside Technology Group, Inc.",Technology,Retail: Computer Software & Peripheral Equipment
WDFC,WD-40 Company,Basic Industries,Major Chemicals
WWWW,"Web.com Group, Inc.",Technology,Computer Software: Prepackaged Software
WBMD,WebMD Health Corp,Miscellaneous,Business Services
WB,Weibo Corporation,Technology,"Computer Software: Programming, Data Processing"
WEBK,"Wellesley Bancorp, Inc.",Finance,Banks
WEN,Wendy&#39;s Company (The),Consumer Services,Restaurants
WERN,"Werner Enterprises, Inc.",Transportation,Trucking Freight/Courier Services
WSBC,"WesBanco, Inc.",Finance,Major Banks
WTBA,West Bancorporation,Finance,Major Banks
WSTC,West Corporation,Miscellaneous,Business Services
WMAR,"West Marine, Inc.",Consumer Durables,Automotive Aftermarket
WABC,Westamerica Bancorporation,Finance,Major Banks
WBB,"Westbury Bancorp, Inc.",Finance,Major Banks
WSTL,"Westell Technologies, Inc.",Public Utilities,Telecommunications Equipment
WDC,Western Digital Corporation,Technology,Electronic Components
WFD,"Westfield Financial, Inc.",Finance,Savings Institutions
WLB,Westmoreland Coal Company,Energy,Coal Mining
WLBPZ,Westmoreland Coal Company,Energy,Coal Mining
WPRT,Westport Innovations Inc,Energy,Industrial Machinery/Components
WEYS,"Weyco Group, Inc.",Consumer Non-Durables,Apparel
WHLR,"Wheeler Real Estate Investment Trust, Inc.",Consumer Services,Real Estate Investment Trusts
WHLRP,"Wheeler Real Estate Investment Trust, Inc.",Consumer Services,Real Estate Investment Trusts
WHLRW,"Wheeler Real Estate Investment Trust, Inc.",Consumer Services,Real Estate Investment Trusts
WHF,"WhiteHorse Finance, Inc.",n/a,n/a
WHFBL,"WhiteHorse Finance, Inc.",n/a,n/a
WFM,"Whole Foods Market, Inc.",Consumer Services,Food Chains
WILN,Wi-Lan Inc,Miscellaneous,Multi-Sector Companies
WHLM,"Wilhelmina International, Inc.",Consumer Services,Professional Services
WVVI,"Willamette Valley Vineyards, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
WLDN,"Willdan Group, Inc.",Consumer Services,Military/Government/Technical
WLFC,Willis Lease Finance Corporation,Consumer Durables,Industrial Specialties
WIBC,"Wilshire Bancorp, Inc.",Finance,Major Banks
WIN,"Windstream Holdings, Inc.",Public Utilities,Telecommunications Equipment
WINA,Winmark Corporation,Consumer Services,Other Specialty Stores
WTFC,Wintrust Financial Corporation,Finance,Major Banks
WTFCW,Wintrust Financial Corporation,Finance,Major Banks
AGND,WisdomTree Barclays U.S. Aggregate Bond Negative Duration Fund,n/a,n/a
AGZD,WisdomTree Barclays U.S. Aggregate Bond Zero Duration Fund,n/a,n/a
HYND,WisdomTree BofA Merrill Lynch High Yield Bond Negative Duratio,n/a,n/a
HYZD,WisdomTree BofA Merrill Lynch High Yield Bond Zero Duration Fu,n/a,n/a
CHXF,WisdomTree China Dividend ex-Financials Fund,n/a,n/a
EMCG,WisdomTree Emerging Markets Consumer Growth Fund,n/a,n/a
EMCB,WisdomTree Emerging Markets Corporate Bond,n/a,n/a
DGRE,WisdomTree Emerging Markets Dividend Growth Fund,n/a,n/a
DXGE,WisdomTree Germany Hedged Equity Fund,n/a,n/a
WETF,"WisdomTree Investments, Inc.",Finance,Investment Bankers/Brokers/Service
DXJS,WisdomTree Japan Hedged SmallCap Equity Fund,n/a,n/a
JGBB,WisdomTree Japan Interest Rate Strategy Fund,n/a,n/a
DXKW,WisdomTree Korea Hedged Equity Fund,n/a,n/a
GULF,WisdomTree Middle East Dividend Fund,n/a,n/a
CRDT,WisdomTree Strategic Corporate Bond Fund,n/a,n/a
DGRS,WisdomTree U.S. SmallCap Dividend Growth Fund,n/a,n/a
DXPS,WisdomTree United Kingdom Hedged Equity Fund,n/a,n/a
DGRW,WisdomTree US Dividend Growth Fund,n/a,n/a
WIX,Wix.com Ltd.,Technology,"Computer Software: Programming, Data Processing"
WLRH,WL Ross Holding Corp.,Finance,Business Services
WLRHU,WL Ross Holding Corp.,Finance,Business Services
WLRHW,WL Ross Holding Corp.,Finance,Business Services
WBKC,"Wolverine Bancorp, Inc.",Finance,Banks
WWD,"Woodward, Inc.",Energy,Industrial Machinery/Components
WRLD,World Acceptance Corporation,Finance,Finance: Consumer Services
WPCS,WPCS International Incorporated,Consumer Services,Telecommunications Equipment
WPPGY,WPP plc,Technology,Advertising
WMGI,"Wright Medical Group, Inc.",Health Care,Industrial Specialties
WMGIZ,"Wright Medical Group, Inc.",Health Care,Industrial Specialties
WSFS,WSFS Financial Corporation,Finance,Major Banks
WSFSL,WSFS Financial Corporation,Finance,Major Banks
WSCI,WSI Industries Inc.,Technology,Industrial Machinery/Components
WVFC,WVS Financial Corp.,Finance,Banks
WYNN,"Wynn Resorts, Limited",Consumer Services,Hotels/Resorts
XCRA,Xcerra Corporation,Capital Goods,Electrical Products
XNCR,"Xencor, Inc.",Health Care,Major Pharmaceuticals
XBKS,"Xenith Bankshares, Inc.",Finance,Major Banks
XENE,Xenon Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
XNPT,"XenoPort, Inc.",Health Care,Major Pharmaceuticals
XGTI,"XG Technology, Inc",Consumer Durables,Telecommunications Equipment
